"src","doi","yr","pmcid"
"PMC","10.1093/bioinformatics/btw761",2016,"PMC5859990"
"PMC","10.1093/bioinformatics/btx325",2017,"PMC5860029"
"PMC","10.1093/bioinformatics/btx394",2017,"PMC5860032"
"PMC","10.1093/bioinformatics/btx396",2017,"PMC5860033"
"PMC","10.1093/bioinformatics/btx404",2017,"PMC5860035"
"PMC","10.1093/bioinformatics/btx281",2017,"PMC5860061"
"PMC","10.1093/bioinformatics/btx287",2017,"PMC5860064"
"PMC","10.1093/bioinformatics/btx305",2017,"PMC5860068"
"PMC","10.1093/bioinformatics/btx499",2017,"PMC5860087"
"PMC","10.1093/bioinformatics/btx535",2017,"PMC5860094"
"PMC","10.1007/s00262-017-2107-7",2018,"PMC5860100"
"PMC","10.1093/bioinformatics/btx161",2017,"PMC5860113"
"PMC","10.1093/bioinformatics/btx168",2017,"PMC5860116"
"PMC","10.1093/bioinformatics/btx190",2017,"PMC5860121"
"PMC","10.1093/bioinformatics/btx194",2017,"PMC5860123"
"PMC","10.1093/bioinformatics/btx713",2017,"PMC5860143"
"PMC","10.1093/bioinformatics/btx318",2017,"PMC5860159"
"PMC","10.1093/bioinformatics/btx380",2017,"PMC5860161"
"PMC","10.1093/bioinformatics/btx407",2017,"PMC5860162"
"PMC","10.1093/bioinformatics/btx420",2017,"PMC5860165"
"PMC","10.1093/bioinformatics/btx434",2017,"PMC5860167"
"PMC","10.1093/bioinformatics/btx441",2017,"PMC5860170"
"PMC","10.1093/bioinformatics/btx509",2017,"PMC5860197"
"PMC","10.1093/bioinformatics/btx515",2017,"PMC5860198"
"PMC","10.1093/bioinformatics/btx575",2017,"PMC5860204"
"PMC","10.1093/bioinformatics/btx582",2017,"PMC5860206"
"PMC","10.1093/bioinformatics/btx585",2017,"PMC5860208"
"PMC","10.1093/bioinformatics/btx706",2017,"PMC5860269"
"PMC","10.1093/bioinformatics/btx705",2017,"PMC5860312"
"PMC","10.1093/bioinformatics/btx466",2017,"PMC5860317"
"PMC","10.1093/bioinformatics/btx508",2017,"PMC5860323"
"PMC","10.1093/bioinformatics/btx517",2017,"PMC5860325"
"PMC","10.1093/bioinformatics/btx740",2017,"PMC5860355"
"PMC","10.1093/bioinformatics/btx549",2017,"PMC5860357"
"PMC","10.1093/bioinformatics/btw794",2016,"PMC5860381"
"PMC","10.1093/bioinformatics/btw771",2017,"PMC5860388"
"PMC","10.1093/aje/kwx201",2017,"PMC5860523"
"PMC","10.1093/bioinformatics/btx643",2017,"PMC5860613"
"PMC","10.1371/journal.pone.0194079",2018,"PMC5860707"
"PMC","10.7554/eLife.32992",2018,"PMC5860869"
"PMC","10.7554/eLife.34497",2018,"PMC5860874"
"PMC","10.1038/s41467-018-03575-4",2018,"PMC5861125"
"PMC","10.1186/s13321-018-0270-2",2018,"PMC5861255"
"PMC","10.1042/BSR20171208",2018,"PMC5861324"
"PMC","10.1093/nar/gkx1246",2017,"PMC5861416"
"PMC","10.1093/nar/gky075",2018,"PMC5861425"
"PMC","10.12688/f1000research.11352.2",2017,"PMC5861515"
"PMC","10.1186/s12864-018-4561-9",2018,"PMC5861650"
"PMC","10.1128/AEM.02267-17",2018,"PMC5861843"
"PMC","10.1016/j.neuroimage.2017.11.068",2018,"PMC5862097"
"PMC","10.1093/bib/bbw058",2016,"PMC5862309"
"PMC","10.1093/bib/bbw088",2016,"PMC5862312"
"PMC","10.1093/biostatistics/kxx012",2017,"PMC5862318"
"PMC","10.1093/biosci/biw115",2016,"PMC5862324"
"PMC","10.1093/bib/bbw069",2016,"PMC5862335"
"PMC","10.1093/biosci/bix143",2018,"PMC5862351"
"PMC","10.1093/biostatistics/kxw055",2017,"PMC5862359"
"PMC","10.1371/journal.pcbi.1006034",2018,"PMC5862410"
"PMC","10.1152/jn.00154.2017",2017,"PMC5862415"
"PMC","10.1371/journal.pone.0193786",2018,"PMC5862441"
"PMC","10.1371/journal.pone.0194294",2018,"PMC5862475"
"PMC","10.1371/journal.pcbi.1006030",2018,"PMC5862518"
"PMC","10.18632/oncotarget.24422",2018,"PMC5862599"
"PMC","10.1038/s41598-018-23023-z",2018,"PMC5862835"
"PMC","10.3389/fninf.2018.00010",2018,"PMC5862864"
"PMC","10.1038/s41598-018-23321-6",2018,"PMC5862869"
"PMC","10.1038/s41408-018-0062-y",2018,"PMC5862875"
"PMC","10.1038/s41467-018-03573-6",2018,"PMC5862881"
"PMC","10.3758/s13423-016-1015-8",2018,"PMC5862921"
"PMC","10.3758/s13423-017-1285-9",2018,"PMC5862927"
"PMC","10.1038/s41467-018-03569-2",2018,"PMC5862956"
"PMC","10.1038/s41467-018-03205-z",2018,"PMC5862964"
"PMC","10.1038/s41598-018-23325-2",2018,"PMC5862989"
"PMC","10.3389/fninf.2018.00007",2018,"PMC5863042"
"PMC","10.1186/s12862-018-1132-2",2018,"PMC5863367"
"PMC","10.1186/s12936-018-2270-0",2018,"PMC5863370"
"PMC","10.3389/fnagi.2018.00067",2018,"PMC5863592"
"PMC","10.7717/peerj.4521",2018,"PMC5863721"
"PMC","10.1093/bfgp/elv022",2015,"PMC5863772"
"PMC","10.1186/s12711-018-0380-3",2018,"PMC5863816"
"PMC","10.1186/s13756-018-0335-z",2018,"PMC5863837"
"PMC","10.1186/s12870-018-1257-x",2018,"PMC5863848"
"PMC","10.1186/s13058-018-0949-3",2018,"PMC5863852"
"PMC","10.1186/s12885-018-4229-5",2018,"PMC5863855"
"PMC","10.1371/journal.pone.0194272",2018,"PMC5863983"
"PMC","10.1371/journal.pone.0194014",2018,"PMC5863986"
"PMC","10.1371/journal.pone.0194816",2018,"PMC5864040"
"PMC","10.1371/journal.pntd.0006344",2018,"PMC5864088"
"PMC","10.1038/s41396-017-0034-4",2018,"PMC5864184"
"PMC","10.1038/s41396-017-0002-z",2018,"PMC5864196"
"PMC","10.1038/s41396-017-0009-5",2018,"PMC5864207"
"PMC","10.1038/s41396-018-0074-4",2018,"PMC5864233"
"PMC","10.3389/fphys.2018.00214",2018,"PMC5864895"
"PMC","10.1128/genomeA.01558-17",2018,"PMC5864940"
"PMC","10.1038/s41598-018-23103-0",2018,"PMC5865107"
"PMC","10.1038/s41467-018-03661-7",2018,"PMC5865114"
"PMC","10.1038/s41467-018-03574-5",2018,"PMC5865161"
"PMC","10.1038/s41431-017-0005-2",2017,"PMC5865163"
"PMC","10.1038/s41598-018-23296-4",2018,"PMC5865204"
"PMC","10.1038/s41467-018-03553-w",2018,"PMC5865239"
"PMC","10.1186/s13007-018-0292-9",2018,"PMC5865295"
"PMC","10.1186/s12711-018-0378-x",2018,"PMC5865298"
"PMC","10.1186/s12863-018-0605-z",2018,"PMC5865342"
"PMC","10.7717/peerj.4470",2018,"PMC5865465"
"PMC","10.7717/peerj.4531",2018,"PMC5865468"
"PMC","10.18632/oncotarget.24522",2018,"PMC5865691"
"PMC","10.1371/journal.pone.0194876",2018,"PMC5865742"
"PMC","10.1038/s41588-018-0061-8",2018,"PMC5865749"
"PMC","10.1038/s41589-018-0010-y",2018,"PMC5866761"
"PMC","10.1038/s41559-018-0478-6",2018,"PMC5866773"
"PMC","10.1111/jvim.15060",2018,"PMC5866982"
"PMC","10.3389/fnins.2018.00162",2018,"PMC5867345"
"PMC","10.3389/fnhum.2018.00103",2018,"PMC5867457"
"PMC","10.3390/genes9030157",2018,"PMC5867878"
"PMC","10.1186/s12898-018-0169-9",2018,"PMC5868061"
"PMC","10.1186/s13007-018-0290-y",2018,"PMC5868070"
"PMC","10.1186/s12711-018-0383-0",2018,"PMC5868076"
"PMC","10.1093/database/bay026",2018,"PMC5868182"
"PMC","10.15252/msb.20167435",2018,"PMC5868199"
"PMC","10.1039/c7sc02664a",2018,"PMC5868307"
"PMC","10.3389/fmicb.2018.00478",2018,"PMC5868456"
"PMC","10.1371/journal.pone.0194881",2018,"PMC5868818"
"PMC","10.1162/NETN_a_00004",2017,"PMC5869014"
"PMC","10.7554/eLife.33569",2018,"PMC5869017"
"PMC","10.1097/QAD.0000000000001767",2018,"PMC5869155"
"PMC","10.3389/fninf.2018.00012",2018,"PMC5869184"
"PMC","10.3389/fnagi.2018.00074",2018,"PMC5869204"
"PMC","10.1042/EBC20170051",2017,"PMC5869235"
"PMC","10.3389/fimmu.2018.00393",2018,"PMC5869260"
"PMC","10.1002/ece3.3924",2018,"PMC5869295"
"PMC","10.1002/ece3.3936",2018,"PMC5869366"
"PMC","10.1038/s41598-018-23519-8",2018,"PMC5869695"
"PMC","10.1038/s41598-018-23667-x",2018,"PMC5869700"
"PMC","10.1038/s41598-018-23643-5",2018,"PMC5869720"
"PMC","10.1186/s12859-018-2106-5",2018,"PMC5869792"
"PMC","10.1042/CS20160722",2017,"PMC5869854"
"PMC","10.1042/EBC20160087",2017,"PMC5869859"
"PMC","10.1186/s13071-018-2780-1",2018,"PMC5870067"
"PMC","10.1186/s12864-018-4611-3",2018,"PMC5870082"
"PMC","10.1186/s12864-018-4610-4",2018,"PMC5870257"
"PMC","10.1186/s40249-018-0402-y",2018,"PMC5870368"
"PMC","10.1017/gheg.2016.6",2016,"PMC5870405"
"PMC","10.3389/fgene.2018.00074",2018,"PMC5870427"
"PMC","10.1186/s12870-018-1242-4",2018,"PMC5870505"
"PMC","10.1093/bioinformatics/btx266",2017,"PMC5870540"
"PMC","10.1093/bioinformatics/btx232",2017,"PMC5870541"
"PMC","10.1093/bioinformatics/btx241",2017,"PMC5870545"
"PMC","10.1093/bioinformatics/btx547",2017,"PMC5870547"
"PMC","10.1093/bioinformatics/btx317",2017,"PMC5870549"
"PMC","10.1093/bioinformatics/btx248",2017,"PMC5870555"
"PMC","10.1093/bioinformatics/btx315",2017,"PMC5870556"
"PMC","10.1093/bioinformatics/btx277",2017,"PMC5870559"
"PMC","10.1093/bioinformatics/btx227",2017,"PMC5870567"
"PMC","10.1093/bioinformatics/btx100",2017,"PMC5870570"
"PMC","10.1093/bioinformatics/btx472",2017,"PMC5870604"
"PMC","10.1093/bioinformatics/btx254",2017,"PMC5870608"
"PMC","10.1093/bioinformatics/btx478",2017,"PMC5870622"
"PMC","10.1093/bioinformatics/btx251",2017,"PMC5870635"
"PMC","10.1093/bioinformatics/btx267",2017,"PMC5870651"
"PMC","10.1093/bioinformatics/btx226",2017,"PMC5870657"
"PMC","10.1093/bioinformatics/btx135",2017,"PMC5870659"
"PMC","10.1093/bioinformatics/btx329",2017,"PMC5870674"
"PMC","10.1093/bioinformatics/btx553",2017,"PMC5870682"
"PMC","10.1093/bioinformatics/btx445",2017,"PMC5870689"
"PMC","10.1093/bioinformatics/btx143",2017,"PMC5870697"
"PMC","10.1093/bioinformatics/btx262",2017,"PMC5870700"
"PMC","10.1093/bioinformatics/btx198",2017,"PMC5870701"
"PMC","10.1093/bioinformatics/btx084",2017,"PMC5870709"
"PMC","10.1093/bioinformatics/btx364",2017,"PMC5870712"
"PMC","10.1093/bioinformatics/btx213",2017,"PMC5870719"
"PMC","10.1093/bioinformatics/btx383",2017,"PMC5870724"
"PMC","10.1093/bioinformatics/btx257",2017,"PMC5870728"
"PMC","10.1093/bioinformatics/btx091",2017,"PMC5870732"
"PMC","10.1093/bioinformatics/btx235",2017,"PMC5870760"
"PMC","10.1093/bioinformatics/btx220",2017,"PMC5870766"
"PMC","10.1093/bioinformatics/btx352",2017,"PMC5870769"
"PMC","10.1093/bioinformatics/btx334",2017,"PMC5870770"
"PMC","10.1093/bioinformatics/btx206",2017,"PMC5870771"
"PMC","10.1093/bioinformatics/btx137",2017,"PMC5870773"
"PMC","10.1093/bioinformatics/btw707",2016,"PMC5870801"
"PMC","10.1093/bioinformatics/btx530",2017,"PMC5870807"
"PMC","10.1186/s12864-018-4579-z",2018,"PMC5870821"
"PMC","10.1093/bioinformatics/btx337",2017,"PMC5870842"
"PMC","10.1093/bioinformatics/btx094",2017,"PMC5870845"
"PMC","10.1093/bioinformatics/btx471",2017,"PMC5870852"
"PMC","10.1093/bioinformatics/btx263",2017,"PMC5870862"
"PMC","10.1371/journal.pone.0194372",2018,"PMC5870960"
"PMC","10.1371/journal.pone.0193818",2018,"PMC5870970"
"PMC","10.1371/journal.pcbi.1006058",2018,"PMC5871001"
"PMC","10.1016/j.epidem.2016.11.003",2018,"PMC5871642"
"PMC","10.1186/s40679-018-0051-z",2018,"PMC5871643"
"PMC","10.3389/fgene.2018.00094",2018,"PMC5871668"
"PMC","10.3389/fmicb.2018.00540",2018,"PMC5871674"
"PMC","10.1038/s41598-018-23612-y",2018,"PMC5871750"
"PMC","10.1038/s41598-018-23424-0",2018,"PMC5871819"
"PMC","10.1038/s41467-018-03520-5",2018,"PMC5871836"
"PMC","10.1038/s41467-018-03663-5",2018,"PMC5871881"
"PMC","10.12688/f1000research.13705.1",2018,"PMC5871941"
"PMC","10.1128/mSystems.00209-17",2018,"PMC5872302"
"PMC","10.1186/s12911-018-0598-6",2018,"PMC5872383"
"PMC","10.1186/s12859-018-2060-2",2018,"PMC5872495"
"PMC","10.1186/s12864-018-4551-y",2018,"PMC5872563"
"PMC","10.1186/s12920-018-0354-x",2018,"PMC5872580"
"PMC","10.7554/eLife.33050",2018,"PMC5873893"
"PMC","10.1534/g3.118.200021",2018,"PMC5873907"
"PMC","10.1534/g3.117.300467",2018,"PMC5873921"
"PMC","10.1371/journal.pone.0192454",2018,"PMC5873937"
"PMC","10.1371/journal.pone.0193796",2018,"PMC5874009"
"PMC","10.1371/journal.pone.0194936",2018,"PMC5874055"
"PMC","10.1371/journal.pone.0195112",2018,"PMC5874073"
"PMC","10.1162/NETN_a_00014",2017,"PMC5874136"
"PMC","10.1038/s41426-018-0050-0",2018,"PMC5874250"
"PMC","10.1038/hgv.2018.11",2018,"PMC5874396"
"PMC","10.1128/mBio.00473-18",2018,"PMC5874911"
"PMC","10.1186/s13059-018-1414-4",2018,"PMC5874996"
"PMC","10.1186/s13395-018-0156-z",2018,"PMC5874998"
"PMC","10.1186/s13059-018-1415-3",2018,"PMC5875010"
"PMC","10.3201/eid2404.171744",2018,"PMC5875256"
"PMC","10.3201/eid2404.171298",2018,"PMC5875260"
"PMC","10.3201/eid2404.171873",2018,"PMC5875269"
"PMC","10.1371/journal.pgen.1007215",2018,"PMC5875737"
"PMC","10.1371/journal.pone.0194566",2018,"PMC5875752"
"PMC","10.1371/journal.pone.0192752",2018,"PMC5875762"
"PMC","10.1371/journal.pone.0194899",2018,"PMC5875798"
"PMC","10.1038/s41593-018-0095-3",2018,"PMC5876156"
"PMC","10.1038/s41598-018-23786-5",2018,"PMC5876381"
"PMC","10.1038/s41598-018-21937-2",2018,"PMC5876395"
"PMC","10.1038/s41467-018-03668-0",2018,"PMC5876398"
"PMC","10.3390/s18030890",2018,"PMC5876793"
"PMC","10.3390/s18030764",2018,"PMC5876863"
"PMC","10.1264/jsme2.ME17137",2018,"PMC5877343"
"PMC","10.1038/nature24267",2018,"PMC5877409"
"PMC","10.7717/peerj.4545",2018,"PMC5877447"
"PMC","10.7717/peerj.4550",2018,"PMC5877448"
"PMC","10.2147/IDR.S152335",2018,"PMC5877491"
"PMC","10.1073/pnas.1719588115",2018,"PMC5877938"
"PMC","10.1073/pnas.1719264115",2018,"PMC5877960"
"PMC","10.1073/pnas.1712674115",2018,"PMC5877977"
"PMC","10.1073/pnas.1718263115",2018,"PMC5878008"
"PMC","10.1155/2018/2564531",2018,"PMC5878919"
"PMC","10.1186/s13068-018-1088-x",2018,"PMC5879616"
"PMC","10.1073/pnas.1700080115",2018,"PMC5879648"
"PMC","10.1073/pnas.1715996115",2018,"PMC5879664"
"PMC","10.1073/pnas.1716933115",2018,"PMC5879670"
"PMC","10.1073/pnas.1719792115",2018,"PMC5879694"
"PMC","10.5423/PPJ.NT.11.2017.0243",2018,"PMC5880360"
"PMC","10.1371/journal.pone.0195184",2018,"PMC5880364"
"PMC","10.1371/journal.pntd.0006348",2018,"PMC5880402"
"PMC","10.1371/journal.pone.0195408",2018,"PMC5880404"
"PMC","10.18632/oncotarget.24567",2018,"PMC5880603"
"PMC","10.3758/s13428-017-0910-x",2018,"PMC5880858"
"PMC","10.1128/mSystems.00163-17",2018,"PMC5881027"
"PMC","10.1083/jcb.201708044",2018,"PMC5881500"
"PMC","10.1083/jcb.201709007",2018,"PMC5881506"
"PMC","10.3892/ijmm.2018.3575",2018,"PMC5881766"
"PMC","10.1371/journal.pone.0192726",2018,"PMC5882098"
"PMC","10.1371/journal.pone.0195328",2018,"PMC5882146"
"PMC","10.1371/journal.pcbi.1006041",2018,"PMC5882158"
"PMC","10.1038/nmeth.4627",2018,"PMC5882547"
"PMC","10.1098/rsos.171752",2018,"PMC5882703"
"PMC","10.1098/rsos.171773",2018,"PMC5882704"
"PMC","10.1098/rsos.172234",2018,"PMC5882738"
"PMC","10.1038/s41426-018-0058-5",2018,"PMC5882854"
"PMC","10.1038/s41598-018-23584-z",2018,"PMC5882876"
"PMC","10.1038/s41598-018-23609-7",2018,"PMC5882888"
"PMC","10.1038/s41598-018-23860-y",2018,"PMC5882890"
"PMC","10.1038/s41598-018-23764-x",2018,"PMC5882919"
"PMC","10.1038/s41598-018-23749-w",2018,"PMC5882950"
"PMC","10.1038/s41598-018-23488-y",2018,"PMC5882970"
"PMC","10.1098/rstb.2017.0018",2018,"PMC5882987"
"PMC","10.1038/s41467-018-03562-9",2018,"PMC5883053"
"PMC","10.1038/s41598-018-23901-6",2018,"PMC5883057"
"PMC","10.1186/s13072-018-0186-0",2018,"PMC5883305"
"PMC","10.1016/j.neuroimage.2017.12.060",2018,"PMC5883331"
"PMC","10.1186/s12898-018-0167-y",2018,"PMC5883542"
"PMC","10.1099/mic.0.000572",2017,"PMC5883857"
"PMC","10.1016/j.tranon.2018.01.005",2018,"PMC5884183"
"PMC","10.1107/S1600576718001607",2018,"PMC5884388"
"PMC","10.1038/s41590-017-0001-2",2018,"PMC5884424"
"PMC","10.1371/journal.pone.0194590",2018,"PMC5884505"
"PMC","10.1371/journal.pone.0194594",2018,"PMC5884516"
"PMC","10.18632/oncotarget.24506",2018,"PMC5884645"
"PMC","10.1038/s41598-018-23829-x",2018,"PMC5884807"
"PMC","10.1038/s41426-018-0061-x",2018,"PMC5884818"
"PMC","10.1038/s41598-018-23897-z",2018,"PMC5884828"
"PMC","10.1038/s41598-018-23951-w",2018,"PMC5884866"
"PMC","10.1007/s00429-017-1540-x",2018,"PMC5884921"
"PMC","10.1038/s41598-018-23837-x",2018,"PMC5885007"
"PMC","10.1099/mgen.0.000161",2018,"PMC5885013"
"PMC","10.1099/mgen.0.000162",2018,"PMC5885014"
"PMC","10.1099/mgen.0.000163",2018,"PMC5885015"
"PMC","10.1128/mBio.00440-18",2018,"PMC5885025"
"PMC","10.1128/mBio.01806-17",2018,"PMC5885030"
"PMC","10.1186/s13100-018-0118-3",2018,"PMC5885306"
"PMC","10.1186/s12862-018-1162-9",2018,"PMC5885316"
"PMC","10.1186/s12864-018-4625-x",2018,"PMC5885322"
"PMC","10.3389/fchem.2018.00082",2018,"PMC5885771"
"PMC","10.7717/peerj.4600",2018,"PMC5885979"
"PMC","10.1038/leu.2017.328",2018,"PMC5886055"
"PMC","10.1093/hmg/ddx106",2017,"PMC5886078"
"PMC","10.1093/hmg/ddx435",2018,"PMC5886272"
"PMC","10.1371/journal.pone.0194583",2018,"PMC5886407"
"PMC","10.1371/journal.pone.0195090",2018,"PMC5886459"
"PMC","10.1371/journal.pone.0195461",2018,"PMC5886536"
"PMC","10.1371/journal.pone.0195597",2018,"PMC5886587"
"PMC","10.1371/journal.pgen.1007252",2018,"PMC5886687"
"PMC","10.1371/journal.pgen.1007302",2018,"PMC5886692"
"PMC","10.1016/j.pvr.2016.08.001",2016,"PMC5886900"
"PMC","10.1016/j.cub.2018.02.037",2018,"PMC5887110"
"PMC","10.1186/s41256-018-0067-x",2018,"PMC5887226"
"PMC","10.1186/s12859-018-2116-3",2018,"PMC5887234"
"PMC","10.1093/database/bay031",2018,"PMC5887269"
"PMC","10.1093/database/bay029",2018,"PMC5887302"
"PMC","10.1093/nar/gkx1314",2018,"PMC5887474"
"PMC","10.1111/desc.12531",2018,"PMC5887920"
"PMC","10.1111/cge.13189",2018,"PMC5887939"
"PMC","10.1002/sim.7585",2018,"PMC5887954"
"PMC","10.1111/desc.12553",2018,"PMC5888193"
"PMC","10.1093/ve/vey008",2018,"PMC5888411"
"PMC","10.1093/nar/gky007",2018,"PMC5888655"
"PMC","10.1016/j.scitotenv.2018.02.015",2018,"PMC5888775"
"PMC","10.1093/nar/gkx1280",2017,"PMC5888834"
"PMC","10.1093/nar/gky084",2018,"PMC5888870"
"PMC","10.1093/jxb/ery020",2018,"PMC5888914"
"PMC","10.1093/molbev/msy006",2018,"PMC5888984"
"PMC","10.1093/molbev/msy010",2018,"PMC5889037"
"PMC","10.1038/s41594-018-0042-8",2018,"PMC5889319"
"PMC","10.1038/s41467-018-03776-x",2018,"PMC5889396"
"PMC","10.7717/peerj.4581",2018,"PMC5889702"
"PMC","10.1016/j.csbj.2018.03.001",2018,"PMC5889711"
"PMC","10.1007/s10803-017-3425-5",2018,"PMC5889782"
"PMC","10.1016/j.jaac.2018.01.014",2018,"PMC5889789"
"PMC","10.1093/gigascience/giy015",2018,"PMC5890482"
"PMC","10.4049/jimmunol.1701614",2018,"PMC5890538"
"PMC","10.1136/gutjnl-2016-312623",2017,"PMC5890648"
"PMC","10.1093/jac/dkx380",2017,"PMC5890720"
"PMC","10.7717/peerj.4553",2018,"PMC5890724"
"PMC","10.1093/jac/dkx264",2017,"PMC5890743"
"PMC","10.1093/jac/dkx113",2017,"PMC5890744"
"PMC","10.1093/jac/dkx456",2017,"PMC5890751"
"PMC","10.1093/jac/dkx481",2017,"PMC5890767"
"PMC","10.1093/jac/dkx405",2017,"PMC5890773"
"PMC","10.1371/journal.pone.0195024",2018,"PMC5890980"
"PMC","10.1111/eva.12576",2018,"PMC5891053"
"PMC","10.1186/s13059-018-1422-4",2018,"PMC5891941"
"PMC","10.1096/fj.201700518R",2017,"PMC5892722"
"PMC","",2018,"PMC5893219"
"PMC","10.1038/s41467-018-03856-y",2018,"PMC5893535"
"PMC","10.1038/s41467-018-03722-x",2018,"PMC5893588"
"PMC","10.3389/fmicb.2018.00610",2018,"PMC5893760"
"PMC","10.3389/fnins.2018.00209",2018,"PMC5893779"
"PMC","10.3389/fgene.2018.00103",2018,"PMC5893799"
"PMC","10.1128/mSystems.00009-18",2018,"PMC5893861"
"PMC","10.1371/journal.pone.0195331",2018,"PMC5895006"
"PMC","10.1371/journal.pntd.0006368",2018,"PMC5895046"
"PMC","10.1002/aps3.1035",2018,"PMC5895189"
"PMC","10.1002/aps3.1032",2018,"PMC5895190"
"PMC","10.1038/s41598-018-24002-0",2018,"PMC5895613"
"PMC","10.1038/s41467-018-03845-1",2018,"PMC5895627"
"PMC","10.1038/s41467-018-03664-4",2018,"PMC5895632"
"PMC","10.1038/s41398-018-0125-7",2018,"PMC5895697"
"PMC","10.1038/s41598-018-24035-5",2018,"PMC5895713"
"PMC","10.3389/fgene.2018.00108",2018,"PMC5895731"
"PMC","10.1038/s41467-018-03748-1",2018,"PMC5895821"
"PMC","10.3343/alm.2018.38.4.389",2018,"PMC5895874"
"PMC","10.1186/s12864-018-4608-y",2018,"PMC5896051"
"PMC","10.1186/s12859-018-2126-1",2018,"PMC5896057"
"PMC","10.1186/s12916-018-1037-3",2018,"PMC5896106"
"PMC","10.1186/s13059-018-1421-5",2018,"PMC5896115"
"PMC","10.1155/2018/4809673",2018,"PMC5896227"
"PMC","10.1016/j.neuron.2018.02.024",2018,"PMC5896255"
"PMC","10.7717/peerj.4644",2018,"PMC5896493"
"PMC","10.1037/xhp0000444",2018,"PMC5896504"
"PMC","10.1038/nature23000",2018,"PMC5896562"
"PMC","10.1038/nm.4494",2018,"PMC5896729"
"PMC","10.7554/eLife.29053",2018,"PMC5896882"
"PMC","10.7554/eLife.33285",2018,"PMC5896955"
"PMC","10.1371/journal.pone.0195664",2018,"PMC5896979"
"PMC","10.1371/journal.pone.0195747",2018,"PMC5896988"
"PMC","10.1371/journal.pone.0195636",2018,"PMC5896989"
"PMC","10.1371/journal.pone.0195761",2018,"PMC5896995"
"PMC","10.1371/journal.ppat.1006951",2018,"PMC5897010"
"PMC","10.1371/journal.pone.0195852",2018,"PMC5897013"
"PMC","10.1371/journal.pgen.1007304",2018,"PMC5897037"
"PMC","10.7554/eLife.33920",2018,"PMC5897099"
"PMC","10.1038/s41467-018-03811-x",2018,"PMC5897339"
"PMC","10.1038/s41467-018-03672-4",2018,"PMC5897357"
"PMC","10.1038/s41467-018-03723-w",2018,"PMC5897399"
"PMC","10.1038/s41598-018-24019-5",2018,"PMC5897447"
"PMC","10.12688/f1000research.7329.3",2015,"PMC5897790"
"PMC","10.1186/s12859-018-2142-1",2018,"PMC5898022"
"PMC","10.1177/1176934318767889",2018,"PMC5898668"
"PMC","10.1523/ENEURO.0447-17.2018",2018,"PMC5898699"
"PMC","10.1371/journal.pcbi.1006079",2018,"PMC5898703"
"PMC","10.1371/journal.pone.0195478",2018,"PMC5898726"
"PMC","10.1126/sciadv.aaq1566",2018,"PMC5898831"
"PMC","10.1126/sciadv.aar7181",2018,"PMC5898832"
"PMC","10.7554/eLife.34042",2018,"PMC5898910"
"PMC","10.7554/eLife.32332",2018,"PMC5898914"
"PMC","10.1183/13993003.02108-2016",2017,"PMC5898933"
"PMC","10.1038/s41467-018-03694-y",2018,"PMC5899087"
"PMC","10.1038/s41467-018-03949-8",2018,"PMC5899146"
"PMC","10.1038/s41537-018-0049-5",2018,"PMC5899160"
"PMC","10.1038/s41467-018-03729-4",2018,"PMC5899178"
"PMC","10.1186/s12861-018-0169-1",2018,"PMC5899340"
"PMC","10.1186/s12859-018-2138-x",2018,"PMC5899412"
"PMC","10.1523/ENEURO.0273-17.2018",2018,"PMC5900465"
"PMC","10.3233/JAD-170964",2018,"PMC5900555"
"PMC","10.1111/mec.14426",2018,"PMC5900869"
"PMC","10.1111/1462-2920.14043",2018,"PMC5900883"
"PMC","10.1111/nph.14884",2018,"PMC5900889"
"PMC","10.1111/1755-0998.12728",2018,"PMC5900898"
"PMC","10.1111/nph.14843",2018,"PMC5901025"
"PMC","10.1002/cne.24411",2018,"PMC5901028"
"PMC","10.1590/1678-4685-GMB-2017-0308",2018,"PMC5901502"
"PMC","10.1371/journal.pone.0188384",2018,"PMC5901863"
"PMC","10.1186/s13073-018-0537-2",2018,"PMC5901877"
"PMC","10.1038/s41588-017-0014-7",2018,"PMC5901974"
"PMC","10.1371/journal.ppat.1006966",2018,"PMC5902063"
"PMC","10.7554/eLife.34114",2018,"PMC5902165"
"PMC","10.7554/eLife.34831",2018,"PMC5902166"
"PMC","10.1038/s41598-018-24298-y",2018,"PMC5902551"
"PMC","10.1038/s41598-018-24160-1",2018,"PMC5902598"
"PMC","10.3389/fgene.2018.00120",2018,"PMC5902700"
"PMC","10.3389/fpls.2018.00473",2018,"PMC5902711"
"PMC","10.1111/pbi.12852",2018,"PMC5902771"
"PMC","10.1186/s12711-018-0390-1",2018,"PMC5902831"
"PMC","10.1186/s12864-018-4658-1",2018,"PMC5902848"
"PMC","10.1186/s12864-018-4651-8",2018,"PMC5902856"
"PMC","10.1186/s13071-018-2826-4",2018,"PMC5902950"
"PMC","10.5808/GI.2018.16.1.14",2018,"PMC5903062"
"PMC","10.1038/sdata.2018.60",2018,"PMC5903367"
"PMC","10.1093/cercor/bhx249",2017,"PMC5903415"
"PMC","10.1093/bioinformatics/btw587",2016,"PMC5903559"
"PMC","10.1371/journal.pgen.1007332",2018,"PMC5903667"
"PMC","10.1371/journal.pgen.1007308",2018,"PMC5903673"
"PMC","10.7554/eLife.34955",2018,"PMC5903865"
